"Reference","JulianDate","Gear","Longitude","Latitude","StartDepth","Zone","month","year","starttime","effort","n","season","CPUE"
"TBM2007030607",64,160,-82.630767,27.741733,1.2,"B",3,2007,14,41.2,0,2,0
"TBM2007030703",65,160,-82.643783,27.70185,0.6,"B",3,2007,9,41.2,0,2,0
"TBM2007030704",65,160,-82.666133,27.70175,1.5,"D",3,2007,11,41.2,0,2,0
"TBM2007030706",65,160,-82.733617,27.62035,0.6,"D",3,2007,12,41.2,0,2,0
"TBM2007030707",65,160,-82.6945,27.667167,0.6,"D",3,2007,14,41.2,0,2,0
"TBM2007030802",65,300,-82.57555,27.94945,3.5,"A",3,2007,9,14.824,0,2,0
"TBM2007030803",65,300,-82.567483,27.953683,1.9,"A",3,2007,10,14.0828,0,2,0
"TBM2007030804",65,300,-82.557467,27.9144,3.7,"A",3,2007,10,14.824,0,2,0
"TBM2007030901",67,160,-82.420567,27.942367,1,"C",3,2007,9,41.2,0,2,0
"TBM2007030902",67,160,-82.413317,27.846267,0.8,"C",3,2007,10,41.2,0,2,0
"TBM2007030903",67,160,-82.407817,27.790667,0.3,"C",3,2007,11,41.2,0,2,0
"TBM2007030904",67,160,-82.425333,27.7863,0.8,"C",3,2007,12,41.2,0,2,0
"TBM2007031001",72,160,-82.6982,27.913967,0.7,"A",3,2007,9,41.2,0,2,0
"TBM2007031004",72,160,-82.62125,28.004883,1.2,"A",3,2007,12,41.2,0,2,0
"TBM2007031005",72,160,-82.640517,28.01505,0.5,"A",3,2007,13,41.2,0,2,0
"TBM2007031007",72,160,-82.684883,27.990083,0.6,"A",3,2007,15,41.2,0,2,0
"TBM2007031104",73,300,-82.474167,27.712017,1.7,"L",3,2007,10,6.6708,0,2,0
"TBM2007031105",73,300,-82.481783,27.71295,1.1,"L",3,2007,11,6.6708,0,2,0
"TBM2007031106",73,300,-82.4666,27.71015,1.2,"L",3,2007,11,6.6708,0,2,0
"TBM2007031111",73,300,-82.435983,27.675233,2,"L",3,2007,13,7.412,0,2,0
"TBM2007031112",73,300,-82.44505,27.683917,1.4,"L",3,2007,14,7.412,0,2,0
"TBM2007031114",73,300,-82.448367,27.69895,1.2,"L",3,2007,15,6.6708,0,2,0
"TBM2007031202",74,160,-82.574617,27.54995,1.3,"E",3,2007,11,41.2,0,2,0
"TBM2007031203",74,160,-82.593033,27.535417,0.5,"E",3,2007,12,41.2,0,2,0
"TBM2007031204",74,160,-82.5972,27.53145,0.5,"E",3,2007,13,41.2,0,2,0
"TBM2007031301",67,300,-82.637267,27.664433,3.9,"B",3,2007,8,14.0828,0,2,0
"TBM2007031302",67,300,-82.595467,27.704517,4.9,"B",3,2007,9,14.824,0,2,0
"TBM2007031307",67,300,-82.492933,27.475433,1.1,"N",3,2007,13,6.6708,0,2,0
"TBM2007031308",67,300,-82.514817,27.493917,1,"N",3,2007,13,6.6708,0,2,0
"TBM2007034508",79,300,-82.373033,27.857917,1.3,"K",3,2007,12,7.412,0,2,0
"TBM2007034509",79,300,-82.378967,27.857717,1.9,"K",3,2007,13,6.6708,2,2,0.299814115248546
"TBM2007040102",103,160,-82.551667,27.848017,0.5,"B",4,2007,9,41.2,0,2,0
"TBM2007040103",103,160,-82.551167,27.849167,0.5,"B",4,2007,10,41.2,0,2,0
"TBM2007040104",103,160,-82.596317,27.858633,0.7,"B",4,2007,11,41.2,0,2,0
"TBM2007040105",103,160,-82.605717,27.838117,1.3,"B",4,2007,13,41.2,0,2,0
"TBM2007040202",102,300,-82.663317,27.700183,2.4,"D",4,2007,10,14.824,1,2,0.0674581759309228
"TBM2007040204",102,300,-82.72335,27.70845,3.5,"D",4,2007,12,14.824,0,2,0
"TBM2007040302",92,300,-82.547317,27.93885,3,"A",4,2007,10,14.824,0,2,0
"TBM2007040303",92,300,-82.6403,27.931,2.5,"A",4,2007,10,14.824,0,2,0
"TBM2007040304",92,300,-82.71835,27.946883,2.8,"A",4,2007,12,7.412,2,2,0.269832703723691
"TBM2007040401",95,300,-82.547217,27.50205,1.1,"M",4,2007,9,7.412,0,2,0
"TBM2007040402",95,300,-82.56535,27.50835,1.5,"M",4,2007,9,6.6708,0,2,0
"TBM2007040404",95,300,-82.527867,27.511217,2,"M",4,2007,10,7.412,0,2,0
"TBM2007040412",95,300,-82.5094,27.4901,2.1,"N",4,2007,13,7.412,0,2,0
"TBM2007040413",95,300,-82.493617,27.475967,1,"N",4,2007,14,6.6708,0,2,0
"TBM2007040501",93,300,-82.488083,27.917583,1.8,"C",4,2007,9,15.5652,0,2,0
"TBM2007040502",93,300,-82.466083,27.88545,3.5,"C",4,2007,10,14.824,0,2,0
"TBM2007040503",93,300,-82.415167,27.789333,3.6,"C",4,2007,10,13.3416,1,2,0.0749535288121365
"TBM2007040504",93,300,-82.476717,27.8117,2.4,"C",4,2007,11,14.824,0,2,0
"TBM2007040506",93,300,-82.53575,27.771067,6.3,"B",4,2007,12,14.824,0,2,0
"TBM2007040507",93,300,-82.575183,27.83445,6.1,"B",4,2007,13,13.3416,0,2,0
"TBM2007040508",93,300,-82.6003,27.787667,4.7,"B",4,2007,14,14.824,0,2,0
"TBM2007040601",94,160,-82.43335,27.9368,0.6,"C",4,2007,9,41.2,0,2,0
"TBM2007040604",94,160,-82.468633,27.83945,0.5,"C",4,2007,11,41.2,0,2,0
"TBM2007040605",94,160,-82.398367,27.850933,0.7,"C",4,2007,12,41.2,0,2,0
"TBM2007040701",115,300,-82.432967,27.6785,1.3,"L",4,2007,8,7.412,0,2,0
"TBM2007040702",115,300,-82.422317,27.671117,2,"L",4,2007,9,7.412,0,2,0
"TBM2007040703",115,300,-82.420683,27.667667,1.3,"L",4,2007,9,7.412,0,2,0
"TBM2007040712",115,300,-82.463333,27.7128,3,"L",4,2007,13,7.412,0,2,0
"TBM2007040713",115,300,-82.456033,27.715817,2,"L",4,2007,14,7.412,0,2,0
"TBM2007040714",115,300,-82.449333,27.708517,2.1,"L",4,2007,14,7.412,0,2,0
"TBM2007040801",95,160,-82.574083,27.54875,1.1,"E",4,2007,9,41.2,0,2,0
"TBM2007040804",95,160,-82.609233,27.580333,1.4,"E",4,2007,11,41.2,0,2,0
"TBM2007040805",95,160,-82.60125,27.590867,0.8,"E",4,2007,12,41.2,1,2,0.0242718446601942
"TBM2007040807",95,160,-82.6183,27.508317,1.5,"E",4,2007,14,41.2,0,2,0
"TBM2007040903",106,160,-82.696817,27.703,0.6,"D",4,2007,11,41.2,0,2,0
"TBM2007040904",106,160,-82.7159,27.652883,0.8,"D",4,2007,12,41.2,0,2,0
"TBM2007040906",106,160,-82.676483,27.6647,2,"D",4,2007,15,41.2,0,2,0
"TBM2007041001",116,160,-82.640033,27.90215,1.3,"A",4,2007,9,41.2,0,2,0
"TBM2007041003",116,160,-82.578217,27.971583,0.9,"A",4,2007,12,41.2,7,2,0.169902912621359
"TBM2007041004",116,160,-82.679233,28.031833,0.7,"A",4,2007,13,41.2,0,2,0
"TBM2007041006",116,160,-82.665267,28.025033,1,"A",4,2007,14,41.2,0,2,0
"TBM2007041101",93,160,-82.477333,27.728383,0.5,"C",4,2007,9,41.2,0,2,0
"TBM2007041107",93,160,-82.53125,27.680917,1,"E",4,2007,14,41.2,0,2,0
"TBM2007041201",107,300,-82.61685,27.6339,7.4,"E",4,2007,11,12.6004,0,2,0
"TBM2007041202",107,300,-82.596967,27.504667,1.8,"E",4,2007,12,14.824,0,2,0
"TBM2007041301",108,300,-82.699233,27.558867,5.6,"E",4,2007,10,14.824,0,2,0
"TBM2007044702",101,300,-82.373667,27.857517,1.6,"K",4,2007,9,7.412,1,2,0.134916351861846
"TBM2007044703",101,300,-82.354283,27.857167,1.6,"K",4,2007,10,7.412,0,2,0
"TBM2007050103",122,160,-82.394717,27.815233,0.7,"C",5,2007,10,41.2,0,3,0
"TBM2007050104",122,160,-82.411617,27.895033,0.7,"C",5,2007,11,41.2,0,3,0
"TBM2007050106",122,160,-82.41665,27.926833,1,"C",5,2007,13,41.2,0,3,0
"TBM2007050107",122,160,-82.488283,27.9,1.1,"C",5,2007,14,41.2,0,3,0
"TBM2007050201",128,300,-82.5725,27.608417,2.3,"E",5,2007,9,14.824,0,3,0
"TBM2007050202",128,300,-82.651167,27.56985,3.8,"E",5,2007,10,12.6004,0,3,0
"TBM2007050203",128,300,-82.670033,27.551233,4.8,"E",5,2007,11,14.0828,0,3,0
"TBM2007050301",123,160,-82.6252,27.749183,0.7,"B",5,2007,9,41.2,1,3,0.0242718446601942
"TBM2007050302",123,160,-82.676117,27.647383,1.8,"D",5,2007,10,41.2,0,3,0
"TBM2007050303",123,160,-82.724817,27.66095,0.8,"D",5,2007,11,41.2,0,3,0
"TBM2007050305",123,160,-82.7326,27.629133,2.5,"D",5,2007,14,41.2,0,3,0
"TBM2007050401",123,300,-82.5417,27.87355,2.5,"B",5,2007,9,14.824,0,3,0
"TBM2007050404",123,300,-82.652167,27.967967,6.5,"A",5,2007,10,14.824,0,3,0
"TBM2007050405",123,300,-82.654083,27.963417,4.4,"A",5,2007,11,14.824,0,3,0
"TBM2007050406",123,300,-82.685717,27.92955,3.5,"A",5,2007,12,14.824,0,3,0
"TBM2007050502",123,300,-82.707267,27.688617,3,"D",5,2007,10,14.824,0,3,0
"TBM2007050505",123,300,-82.663267,27.655733,3.2,"D",5,2007,12,14.824,0,3,0
"TBM2007050506",123,300,-82.6269,27.662917,6.2,"B",5,2007,13,11.8592,0,3,0
"TBM2007050603",137,300,-82.593783,27.802367,2.7,"B",5,2007,9,14.824,0,3,0
"TBM2007050605",137,300,-82.482267,27.791683,7.2,"C",5,2007,10,14.824,0,3,0
"TBM2007050608",137,300,-82.519617,27.72955,4.1,"C",5,2007,12,14.0828,0,3,0
"TBM2007050701",128,300,-82.53735,27.50985,2,"M",5,2007,9,7.412,0,3,0
"TBM2007050707",128,300,-82.47905,27.5241,1.3,"M",5,2007,12,7.412,0,3,0
"TBM2007050708",128,300,-82.512717,27.519683,2.9,"M",5,2007,12,7.412,0,3,0
"TBM2007050712",128,300,-82.49705,27.48335,2.1,"N",5,2007,14,7.412,0,3,0
"TBM2007050715",128,300,-82.523117,27.4935,1.9,"N",5,2007,16,7.412,0,3,0
"TBM2007050804",130,160,-82.691217,27.970583,0.7,"A",5,2007,10,41.2,0,3,0
"TBM2007050806",130,160,-82.619333,27.993067,0.8,"A",5,2007,12,41.2,1,3,0.0242718446601942
"TBM2007050807",130,160,-82.641667,28.016667,0.8,"A",5,2007,13,41.2,0,3,0
"TBM2007050901",128,160,-82.5198,27.68025,0.6,"E",5,2007,9,41.2,0,3,0
"TBM2007050903",128,160,-82.551517,27.650033,0.4,"E",5,2007,10,41.2,0,3,0
"TBM2007050904",128,160,-82.557967,27.611417,0.7,"E",5,2007,11,41.2,0,3,0
"TBM2007050905",128,160,-82.6019,27.58855,0.8,"E",5,2007,12,41.2,0,3,0
"TBM2007050906",128,160,-82.678917,27.51745,0.9,"E",5,2007,13,41.2,0,3,0
"TBM2007051003",142,160,-82.54015,27.844733,0.4,"B",5,2007,10,41.2,0,3,0
"TBM2007051004",142,160,-82.53625,27.898783,0.5,"A",5,2007,11,41.2,0,3,0
"TBM2007051005",142,160,-82.61845,27.883067,0.6,"B",5,2007,12,41.2,0,3,0
"TBM2007051006",142,160,-82.59405,27.844433,0.7,"B",5,2007,13,41.2,0,3,0
"TBM2007051102",144,300,-82.4575,27.697267,2.8,"L",5,2007,8,6.6708,0,3,0
"TBM2007051106",144,300,-82.433733,27.666167,2.8,"L",5,2007,10,6.6708,0,3,0
"TBM2007051107",144,300,-82.453383,27.691317,1.7,"L",5,2007,11,7.412,0,3,0
"TBM2007051108",144,300,-82.448433,27.7037,2.4,"L",5,2007,11,8.1532,0,3,0
"TBM2007051111",144,300,-82.482483,27.71915,2.8,"L",5,2007,13,7.412,0,3,0
"TBM2007051114",144,300,-82.463983,27.708983,1.2,"L",5,2007,14,7.412,0,3,0
"TBM2007054108",134,300,-82.364283,27.857433,1.9,"K",5,2007,12,7.412,0,3,0
"TBM2007054109",134,300,-82.373533,27.857933,2,"K",5,2007,12,7.412,1,3,0.134916351861846
"TBM2007054208",134,300,-82.434783,27.845083,5.2,"C",5,2007,11,16.3064,0,3,0
"TBM2007054209",134,300,-82.427367,27.8708,3.5,"C",5,2007,12,15.5652,0,3,0
"TBM2007060105",152,300,-82.610267,27.606333,3.8,"E",6,2007,11,14.824,0,3,0
"TBM2007060106",152,300,-82.588233,27.639617,6.8,"E",6,2007,12,14.0828,0,3,0
"TBM2007060204",163,300,-82.49465,27.480233,1.3,"N",6,2007,9,6.6708,0,3,0
"TBM2007060206",163,300,-82.496933,27.473833,1.9,"N",6,2007,10,7.412,0,3,0
"TBM2007060210",163,300,-82.482183,27.526533,2.1,"M",6,2007,12,7.412,0,3,0
"TBM2007060211",163,300,-82.50015,27.528067,1.9,"M",6,2007,13,7.412,0,3,0
"TBM2007060212",163,300,-82.510933,27.519033,2.1,"M",6,2007,13,7.412,0,3,0
"TBM2007060302",152,160,-82.544817,27.941783,1,"A",6,2007,9,41.2,0,3,0
"TBM2007060303",152,160,-82.617817,27.882233,0.5,"B",6,2007,10,41.2,0,3,0
"TBM2007060305",152,160,-82.596083,27.876767,1.1,"B",6,2007,11,41.2,0,3,0
"TBM2007060306",152,160,-82.602333,27.831667,1.1,"B",6,2007,12,41.2,0,3,0
"TBM2007060405",170,300,-82.439567,27.671067,3.1,"L",6,2007,10,8.1532,0,3,0
"TBM2007060406",170,300,-82.434667,27.676667,1.5,"L",6,2007,10,7.412,0,3,0
"TBM2007060407",170,300,-82.442717,27.68295,1.2,"L",6,2007,11,7.412,0,3,0
"TBM2007060408",170,300,-82.472217,27.711567,1.3,"L",6,2007,12,6.6708,0,3,0
"TBM2007060409",170,300,-82.4762,27.7117,1.8,"L",6,2007,12,7.412,0,3,0
"TBM2007060410",170,300,-82.477933,27.714567,2.3,"L",6,2007,12,7.412,0,3,0
"TBM2007060506",162,160,-82.611,27.988,1,"A",6,2007,11,41.2,0,3,0
"TBM2007060507",162,160,-82.651183,28.017567,0.7,"A",6,2007,14,41.2,0,3,0
"TBM2007060508",162,160,-82.621567,27.993117,0.6,"A",6,2007,15,41.2,1,3,0.0242718446601942
"TBM2007060601",164,300,-82.600783,27.886017,2.1,"A",6,2007,8,12.6004,0,3,0
"TBM2007060602",164,300,-82.643933,27.98925,2,"A",6,2007,9,13.3416,0,3,0
"TBM2007060604",164,300,-82.576433,27.945783,5.3,"A",6,2007,11,14.824,0,3,0
"TBM2007060605",164,300,-82.564667,27.86805,6,"B",6,2007,12,12.6004,0,3,0
"TBM2007060606",164,300,-82.57595,27.83385,6.2,"B",6,2007,13,14.824,0,3,0
"TBM2007060702",165,300,-82.42625,27.93665,2,"C",6,2007,9,14.824,0,3,0
"TBM2007060703",165,300,-82.44955,27.83705,5.9,"C",6,2007,10,14.824,0,3,0
"TBM2007060704",165,300,-82.419267,27.830867,3.9,"C",6,2007,10,14.824,0,3,0
"TBM2007060705",165,300,-82.452583,27.7665,1.9,"C",6,2007,11,14.824,0,3,0
"TBM2007060801",166,160,-82.414,27.931683,0.5,"C",6,2007,9,41.2,0,3,0
"TBM2007060802",166,160,-82.45155,27.755733,0.7,"C",6,2007,10,41.2,0,3,0
"TBM2007060805",166,160,-82.395683,27.830217,1,"C",6,2007,13,41.2,0,3,0
"TBM2007060807",166,160,-82.398417,27.850717,1,"C",6,2007,14,41.2,1,3,0.0242718446601942
"TBM2007060901",169,160,-82.522267,27.69085,0.8,"E",6,2007,9,41.2,0,3,0
"TBM2007060903",169,160,-82.55415,27.608633,0.7,"E",6,2007,10,41.2,0,3,0
"TBM2007060904",169,160,-82.586267,27.593333,1,"E",6,2007,12,41.2,0,3,0
"TBM2007060906",169,160,-82.568017,27.5666,1.1,"E",6,2007,14,41.2,0,3,0
"TBM2007060907",169,160,-82.605983,27.536367,1.5,"E",6,2007,15,41.2,0,3,0
"TBM2007061001",170,160,-82.715783,27.695567,1.9,"D",6,2007,8,41.2,0,3,0
"TBM2007061003",170,160,-82.637,27.704283,2.4,"B",6,2007,11,41.2,0,3,0
"TBM2007061006",170,160,-82.71595,27.653383,1,"D",6,2007,13,41.2,0,3,0
"TBM2007061007",170,160,-82.69,27.668217,1,"D",6,2007,14,41.2,0,3,0
"TBM2007061101",172,300,-82.646933,27.6072,6.4,"E",6,2007,8,13.3416,0,3,0
"TBM2007061102",172,300,-82.551683,27.724183,4.6,"B",6,2007,10,14.824,0,3,0
"TBM2007061104",172,300,-82.675883,27.705033,2.9,"D",6,2007,12,14.824,0,3,0
"TBM2007061106",172,300,-82.728667,27.6983,5.5,"D",6,2007,14,8.8944,0,3,0
"TBM2007064301",156,300,-82.334383,27.864267,2,"K",6,2007,9,7.412,0,3,0
"TBM2007064506",156,300,-82.34555,27.857717,1.5,"K",6,2007,10,7.412,0,3,0
"TBM2007070105",184,300,-82.497383,27.474817,2,"N",7,2007,10,7.412,0,3,0
"TBM2007070106",184,300,-82.493917,27.467367,1.4,"N",7,2007,11,7.412,1,3,0.134916351861846
"TBM2007070107",184,300,-82.563867,27.502017,3.2,"M",7,2007,11,7.412,0,3,0
"TBM2007070114",184,300,-82.471617,27.529767,3.8,"M",7,2007,14,7.412,0,3,0
"TBM2007070115",184,300,-82.47875,27.5272,2.3,"M",7,2007,14,7.412,0,3,0
"TBM2007070201",183,160,-82.4923,27.719467,0.4,"C",7,2007,9,41.2,0,3,0
"TBM2007070205",183,160,-82.546533,27.657917,0.6,"E",7,2007,11,41.2,0,3,0
"TBM2007070206",183,160,-82.5056,27.676433,0.4,"E",7,2007,13,41.2,0,3,0
"TBM2007070301",193,300,-82.469317,27.710817,1.9,"L",7,2007,8,7.412,0,3,0
"TBM2007070302",193,300,-82.479983,27.710617,1.2,"L",7,2007,9,7.412,0,3,0
"TBM2007070307",193,300,-82.453633,27.715183,1.5,"L",7,2007,11,7.412,0,3,0
"TBM2007070308",193,300,-82.449117,27.687633,1.1,"L",7,2007,12,7.412,0,3,0
"TBM2007070311",193,300,-82.433733,27.666383,3.1,"L",7,2007,13,6.6708,0,3,0
"TBM2007070312",193,300,-82.4198,27.669933,1.4,"L",7,2007,14,7.412,0,3,0
"TBM2007070401",183,300,-82.477217,27.879067,4.1,"C",7,2007,9,7.412,0,3,0
"TBM2007070404",183,300,-82.518783,27.743433,6,"C",7,2007,12,12.6004,0,3,0
"TBM2007070405",183,300,-82.48265,27.767917,4.3,"C",7,2007,13,14.824,0,3,0
"TBM2007070406",183,300,-82.459533,27.793733,7,"C",7,2007,13,15.5652,0,3,0
"TBM2007070501",184,160,-82.64785,27.967833,2,"A",7,2007,8,41.2,0,3,0
"TBM2007070502",184,160,-82.621267,27.9932,0.4,"A",7,2007,9,41.2,0,3,0
"TBM2007070505",184,160,-82.627833,27.908867,0.7,"A",7,2007,12,41.2,0,3,0
"TBM2007070507",184,160,-82.656167,27.9098,0.7,"A",7,2007,13,41.2,0,3,0
"TBM2007070602",197,300,-82.59655,27.53765,2.4,"E",7,2007,10,14.824,0,3,0
"TBM2007070603",197,300,-82.60785,27.54665,2.3,"E",7,2007,11,13.3416,0,3,0
"TBM2007070701",193,160,-82.633917,27.519983,2.4,"E",7,2007,9,41.2,0,3,0
"TBM2007070702",193,160,-82.672283,27.505467,0.8,"E",7,2007,10,41.2,0,3,0
"TBM2007070706",193,160,-82.593867,27.578333,0.4,"E",7,2007,14,41.2,0,3,0
"TBM2007070801",199,300,-82.727967,27.646317,6.3,"D",7,2007,9,13.3416,0,3,0
"TBM2007070805",199,300,-82.6935,27.724567,3.1,"D",7,2007,11,16.3064,0,3,0
"TBM2007070806",199,300,-82.6357,27.687433,3.5,"B",7,2007,12,15.5652,0,3,0
"TBM2007070807",199,300,-82.595467,27.69285,5.5,"B",7,2007,12,16.3064,0,3,0
"TBM2007070808",199,300,-82.5765,27.69595,6.6,"E",7,2007,13,14.824,0,3,0
"TBM2007070809",199,300,-82.617683,27.735767,4.2,"B",7,2007,13,14.824,0,3,0
"TBM2007070902",204,300,-82.59665,27.974933,1.9,"A",7,2007,9,14.0828,1,3,0.0710086062430767
"TBM2007070903",204,300,-82.659467,27.96155,3.7,"A",7,2007,10,14.0828,0,3,0
"TBM2007070904",204,300,-82.651767,27.947867,3.6,"A",7,2007,10,14.824,0,3,0
"TBM2007071001",204,160,-82.694067,27.7,0.7,"D",7,2007,8,41.2,0,3,0
"TBM2007071003",204,160,-82.6791,27.677783,1.7,"D",7,2007,10,41.2,0,3,0
"TBM2007071005",204,160,-82.694333,27.661683,0.7,"D",7,2007,11,41.2,0,3,0
"TBM2007071007",204,160,-82.635533,27.720483,0.8,"B",7,2007,12,41.2,0,3,0
"TBM2007071103",205,160,-82.527683,27.8352,0.5,"B",7,2007,10,41.2,0,3,0
"TBM2007071105",205,160,-82.531633,27.878517,0.5,"B",7,2007,12,41.2,0,3,0
"TBM2007071106",205,160,-82.537333,27.867867,0.9,"B",7,2007,12,41.2,0,3,0
"TBM2007071201",206,160,-82.411933,27.895383,0.8,"C",7,2007,9,41.2,0,3,0
"TBM2007071202",206,160,-82.413733,27.92955,0.8,"C",7,2007,9,41.2,0,3,0
"TBM2007071207",206,160,-82.409167,27.84765,0.7,"C",7,2007,13,41.2,0,3,0
"TBM2007074207",190,300,-82.3453,27.8582,1.9,"K",7,2007,13,7.412,0,3,0
"TBM2007074208",190,300,-82.354267,27.857133,1.6,"K",7,2007,13,7.412,0,3,0
"TBM2007080101",232,160,-82.6921,27.699367,0.5,"D",8,2007,8,41.2,0,4,0
"TBM2007080105",232,160,-82.72945,27.656967,0.7,"D",8,2007,11,41.2,0,4,0
"TBM2007080106",232,160,-82.731733,27.67645,1.2,"D",8,2007,12,41.2,0,4,0
"TBM2007080204",214,160,-82.664383,28.00885,0.4,"A",8,2007,12,41.2,0,4,0
"TBM2007080206",214,160,-82.72185,27.936767,0.3,"A",8,2007,14,41.2,0,4,0
"TBM2007080207",214,160,-82.709367,27.957633,0.4,"A",8,2007,15,41.2,0,4,0
"TBM2007080304",226,300,-82.540983,27.506917,3,"M",8,2007,9,7.412,0,4,0
"TBM2007080305",226,300,-82.520933,27.511333,2,"M",8,2007,9,7.412,0,4,0
"TBM2007080306",226,300,-82.51555,27.515267,1.8,"M",8,2007,10,7.412,0,4,0
"TBM2007080314",226,300,-82.515733,27.4831,1.3,"N",8,2007,13,7.412,0,4,0
"TBM2007080315",226,300,-82.522283,27.492783,2,"N",8,2007,14,6.6708,0,4,0
"TBM2007080401",220,300,-82.452533,27.878033,4.7,"C",8,2007,9,14.824,0,4,0
"TBM2007080404",220,300,-82.54525,27.83655,2.6,"B",8,2007,10,14.824,0,4,0
"TBM2007080406",220,300,-82.51085,27.80095,5.5,"C",8,2007,12,14.824,0,4,0
"TBM2007080407",220,300,-82.513917,27.796083,6.4,"C",8,2007,12,14.824,0,4,0
"TBM2007080408",220,300,-82.4811,27.724117,2.5,"C",8,2007,13,14.824,0,4,0
"TBM2007080503",218,160,-82.69975,27.512633,0.5,"E",8,2007,10,41.2,0,4,0
"TBM2007080506",218,160,-82.589117,27.540333,0.6,"E",8,2007,13,41.2,0,4,0
"TBM2007080507",218,160,-82.619467,27.54065,0.5,"E",8,2007,15,41.2,0,4,0
"TBM2007080601",218,300,-82.643717,27.692483,1.8,"B",8,2007,8,14.824,0,4,0
"TBM2007080602",218,300,-82.705017,27.67975,2.4,"D",8,2007,9,13.3416,0,4,0
"TBM2007080603",218,300,-82.720433,27.6554,1.8,"D",8,2007,12,13.3416,1,4,0.0749535288121365
"TBM2007080605",218,300,-82.6659,27.575333,3.9,"E",8,2007,13,14.824,0,4,0
"TBM2007080606",218,300,-82.636233,27.55665,3,"E",8,2007,13,14.0828,0,4,0
"TBM2007080607",218,300,-82.587067,27.668533,4,"E",8,2007,15,16.3064,0,4,0
"TBM2007080608",218,300,-82.621667,27.746,2.8,"B",8,2007,16,14.0828,0,4,0
"TBM2007080701",227,300,-82.463833,27.712983,2.7,"L",8,2007,8,7.412,0,4,0
"TBM2007080702",227,300,-82.476383,27.7115,1.5,"L",8,2007,9,6.6708,0,4,0
"TBM2007080705",227,300,-82.4551,27.711717,1.9,"L",8,2007,10,7.412,0,4,0
"TBM2007080710",227,300,-82.434233,27.669983,1.1,"L",8,2007,13,7.412,0,4,0
"TBM2007080711",227,300,-82.42055,27.669933,1.3,"L",8,2007,13,6.6708,0,4,0
"TBM2007080714",227,300,-82.44665,27.685367,1.1,"L",8,2007,15,5.9296,0,4,0
"TBM2007080803",219,300,-82.6844,27.960783,1.8,"A",8,2007,12,17.0476,0,4,0
"TBM2007080805",219,300,-82.6002,27.897967,2.4,"A",8,2007,14,14.824,0,4,0
"TBM2007080806",219,300,-82.585717,27.8924,2.8,"A",8,2007,14,14.0828,0,4,0
"TBM2007080902",219,160,-82.5171,27.699133,1,"E",8,2007,9,41.2,0,4,0
"TBM2007080903",219,160,-82.499567,27.705883,0.7,"C",8,2007,11,41.2,0,4,0
"TBM2007080905",219,160,-82.5719,27.6077,0.4,"E",8,2007,14,41.2,0,4,0
"TBM2007081004",228,160,-82.552083,27.847567,1,"B",8,2007,11,41.2,0,4,0
"TBM2007081005",228,160,-82.637983,27.893867,0.6,"A",8,2007,12,41.2,0,4,0
"TBM2007081006",228,160,-82.594333,27.842133,0.5,"B",8,2007,13,41.2,0,4,0
"TBM2007081007",228,160,-82.617317,27.819117,0.5,"B",8,2007,14,41.2,0,4,0
"TBM2007081102",229,160,-82.497733,27.825,0.5,"C",8,2007,9,41.2,0,4,0
"TBM2007081103",229,160,-82.5371,27.8352,0.9,"B",8,2007,10,41.2,0,4,0
"TBM2007081104",229,160,-82.41095,27.848517,0.4,"C",8,2007,12,41.2,0,4,0
"TBM2007081105",229,160,-82.4232,27.926133,2,"C",8,2007,13,41.2,0,4,0
"TBM2007084306",239,300,-82.364067,27.857467,1.9,"K",8,2007,10,7.412,0,4,0
"TBM2007084307",239,300,-82.37335,27.857833,1.8,"K",8,2007,11,7.412,0,4,0
"TBM2007090101",250,300,-82.560883,27.64645,2,"E",9,2007,8,15.5652,0,4,0
"TBM2007090102",250,160,-82.55005,27.605633,0.8,"E",9,2007,9,41.2,0,4,0
"TBM2007090103",250,160,-82.5447,27.660867,0.6,"E",9,2007,10,41.2,0,4,0
"TBM2007090104",250,160,-82.516633,27.6963,0.8,"E",9,2007,11,41.2,0,4,0
"TBM2007090201",247,160,-82.424333,27.877783,2,"C",9,2007,9,41.2,0,4,0
"TBM2007090202",247,160,-82.41165,27.809167,1,"C",9,2007,11,41.2,0,4,0
"TBM2007090203",247,160,-82.4354,27.7748,0.9,"C",9,2007,12,41.2,0,4,0
"TBM2007090204",247,160,-82.4824,27.856817,2.2,"C",9,2007,13,41.2,0,4,0
"TBM2007090301",248,160,-82.6163,28.005,0.7,"A",9,2007,8,41.2,0,4,0
"TBM2007090302",248,160,-82.622433,27.995883,0.7,"A",9,2007,9,41.2,0,4,0
"TBM2007090303",248,160,-82.70595,27.927167,0.7,"A",9,2007,10,41.2,0,4,0
"TBM2007090304",248,160,-82.722283,27.946217,1,"A",9,2007,11,41.2,0,4,0
"TBM2007090404",250,300,-82.480917,27.710183,1.7,"L",9,2007,9,6.6708,0,4,0
"TBM2007090405",250,300,-82.461133,27.706817,2,"L",9,2007,10,7.412,0,4,0
"TBM2007090406",250,300,-82.4494,27.7088,2.7,"L",9,2007,10,7.412,0,4,0
"TBM2007090409",250,300,-82.439783,27.682733,1.7,"L",9,2007,12,6.6708,0,4,0
"TBM2007090410",250,300,-82.433533,27.675383,1.9,"L",9,2007,12,7.412,0,4,0
"TBM2007090414",250,300,-82.439467,27.669033,4.8,"L",9,2007,14,7.412,0,4,0
